0 0 1 1 1 1 1 0 0 1 1 1 0 8
0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 1 1 1 1 1 0 0 1 1 1 0 8
0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 1 1 1 1 1 0 0 1 1 1 0 8
0 0 1 1 1 1 1 0 0 1 1 1 0 8
1 1 1 1 1 1 1 1 1 1 1 1 1 13
0 0 1 1 1 1 1 0 0 1 1 1 0 8
0 0 1 1 1 1 1 0 0 1 1 1 0 8
0 0 0 0 0 0 0 1 0 0 0 1 0 2
0 0 1 1 1 1 1 0 0 1 1 1 0 8
0 0 0 0 0 0 0 1 0 0 0 1 0 2
1 1 1 1 1 1 1 1 1 1 1 1 1 13
0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 1 1 1 1 1 1 1 1 1 1 1 13
0 1 1 1 1 1 1 1 0 1 1 1 1 11
0 0 1 1 1 1 1 0 0 1 1 1 0 8
0 0 1 1 1 1 1 0 0 1 1 1 0 8
0 0 1 1 1 1 1 0 0 1 1 1 0 8
0 1 1 1 1 1 1 1 0 1 1 1 1 11
0 0 1 1 1 1 1 0 0 1 1 1 0 8
0 0 1 1 1 1 1 0 0 1 1 1 0 8
0 0 1 1 1 1 1 0 0 1 1 1 0 8
0 0 1 1 1 1 1 0 0 1 1 1 0 8
1 0 1 1 1 1 1 0 1 1 1 1 0 10
0 0 0 0 0 0 0 1 0 0 0 1 0 2
0 0 1 1 1 1 1 0 0 1 1 1 0 8
0 0 1 1 1 1 1 0 0 1 1 1 0 8
0 1 1 1 1 1 1 1 0 1 1 1 1 11
0 0 1 1 1 1 1 0 0 1 1 1 0 8
0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 1 1 1 1 1 0 0 1 1 1 0 8
0 0 1 1 1 1 1 0 0 1 1 1 0 8
0 0 1 1 1 1 1 0 0 1 1 1 0 8
4 6 27 27 27 27 27 9 4 27 27 30 6 0
